Model_y,Make_y,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08U,rangeHwyA,RangeHwy,Range,city08U,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Arteon,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM7),45670,4125.0,28.0,0.0,0.0,33.3638,0.0,0.0,0.0,24.5278,30.6,46.9,0.0,60000.0,6489986.5064694695,8058186.5064694695,53907090.065197565,61965276.57166703
Arteon 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (AM7),45671,4125.0,25.0,0.0,0.0,30.506,0.0,0.0,0.0,22.4551,28.4,43.2,0.0,60000.0,6489986.5064694695,8058186.5064694695,58929226.71292125,66987413.21939072
A4 allroad quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45672,4123.188405797101,26.0,0.0,0.0,29.654,0.0,0.0,0.0,23.244700000000005,29.8,42.3991,0.0,60000.0,5786772.846599511,7354972.846599511,59178593.50167343,66533566.34827294
Niro,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45673,3706.439393939394,49.0,0.0,0.0,45.24519999999999,0.0,0.0,0.0,52.5532,68.2,62.5,0.0,60000.0,5201877.947721096,6770077.947721096,32641169.659082945,39411247.60680404
Niro FE,Kia,2023,HEV,4.0,1.6,Automatic (AM-S6),45674,3706.439393939394,53.0,0.0,0.0,53.6295,0.0,0.0,0.0,52.6863,70.4,66.7,0.0,60000.0,5201877.947721096,6770077.947721096,29775363.47106835,36545441.41878945
A6 Allroad,Audi,2023,HEV,6.0,3.0,Automatic (AM-S7),45675,4500.0,24.0,0.0,0.0,29.9694,0.0,0.0,0.0,21.2492,27.0,42.0,0.0,60000.0,6315616.762281717,7883816.762281717,60824770.37132596,68708587.13360769
Atlas,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45678,4700.0,23.0,0.0,0.0,25.2214,0.0,0.0,0.0,21.4659,27.3,38.0,0.0,60000.0,7394651.29221976,8962851.292219762,67322739.69808458,76285590.99030434
Atlas Cross Sport,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45679,4700.0,23.0,0.0,0.0,24.5862,0.0,0.0,0.0,21.4659,27.3,36.9,0.0,60000.0,7394651.29221976,8962851.292219762,68337311.62430957,77300162.91652933
Atlas,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45680,4700.0,20.0,0.0,0.0,24.1023,0.0,0.0,0.0,18.4122,23.1,33.8,0.0,60000.0,7394651.29221976,8962851.292219762,73540897.66595154,82503748.9581713
Atlas Cross Sport,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45681,4700.0,20.0,0.0,0.0,23.8388,0.0,0.0,0.0,18.3385,23.0,33.4,0.0,60000.0,7394651.29221976,8962851.292219762,74153943.1553528,83116794.44757256
Taos,Volkswagen,2023,ICE,4.0,1.5,Automatic (S8),45682,3625.0,31.0,0.0,0.0,35.8485,0.0,0.0,0.0,28.0777,36.8,52.4,0.0,60000.0,5703321.475382263,7271521.475382263,48968151.22819121,56239672.70357347
Q5 quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45683,4666.666666666667,25.0,0.0,0.0,28.574,0.0,0.0,0.0,23.172,29.697,40.7,0.0,60000.0,6549528.4942180775,8117728.4942180775,60597251.28236513,68714979.77658321
Q5 S-Line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45684,4666.666666666667,25.0,0.0,0.0,28.5808,0.0,0.0,0.0,22.1292,28.414,39.0555,0.0,60000.0,6549528.4942180775,8117728.4942180775,61695845.169209875,69813573.66342795
Q5 Sportback S-line quattro,Audi,2023,HEV,4.0,2.0,Automatic (AM-S7),45685,4666.666666666667,25.0,0.0,0.0,28.5808,0.0,0.0,0.0,22.1292,28.414,39.0555,0.0,60000.0,6549528.4942180775,8117728.4942180775,61695845.169209875,69813573.66342795
Tucson Hybrid,Hyundai,2023,HEV,4.0,1.6,Automatic (AM-S6),45686,4105.555555555556,37.0,0.0,0.0,35.7681,0.0,0.0,0.0,37.3332,50.70000000000001,48.0,0.0,60000.0,5762025.663365665,7330225.663365665,43435590.12233773,50765815.78570339
Tucson Hybrid Blue,Hyundai,2023,HEV,4.0,1.6,Automatic (AM-S6),45687,4105.555555555556,38.0,0.0,0.0,37.9043,0.0,0.0,0.0,37.5943,49.6,50.9,0.0,60000.0,5762025.663365665,7330225.663365665,41949116.63771555,49279342.30108121
Tucson AWD,Hyundai,2023,ICE,4.0,2.5,Automatic (S8),45688,4105.555555555556,25.0,0.0,0.0,28.4496,0.0,0.0,0.0,23.2023,29.739899999999995,40.5051,0.0,60000.0,6459393.977482745,8027593.977482745,60724504.43809804,68752098.4155808
Wrangler 4dr EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45689,4850.0,25.0,0.0,0.0,28.892600000000005,0.0,0.0,0.0,22.1093,28.1996,41.2,0.0,60000.0,7630650.801545924,9198850.801545924,61307776.68752634,70506627.48907226
Wrangler Rubic 4dr EcoDiesel 4WD,Jeep,2023,ICE,6.0,3.0,Automatic 8-spd,45690,4850.0,23.0,0.0,0.0,26.0,0.0,0.0,0.0,21.0,28.1996,41.2,0.0,60000.0,7630650.801545924,9198850.801545924,66703157.89473684,75902008.69628276
Wrangler 2dr 4WD,Jeep,2023,ICE,4.0,2.0,Automatic 8-spd,45691,4850.0,23.0,0.0,0.0,24.0029,0.0,0.0,0.0,21.9296,27.9478,37.4997,0.0,60000.0,7630650.801545924,9198850.801545924,68669520.45553699,77868371.25708291
Wrangler 2dr 4WD,Jeep,2023,HEV,6.0,3.6,Automatic 8-spd,45692,4850.0,21.0,0.0,0.0,24.1023,0.0,0.0,0.0,19.5853,24.7,33.8,0.0,60000.0,6806831.399348074,8375031.399348074,71781836.14148842,80156867.5408365
Wrangler 2dr 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45693,4850.0,20.0,0.0,0.0,24.5615,0.0,0.0,0.0,17.2268,21.5,34.4988,0.0,60000.0,7630650.801545924,9198850.801545924,74512420.3437439,83711271.14528982
Wrangler 4dr 4WD,Jeep,2023,ICE,4.0,2.0,Automatic 8-spd,45694,4850.0,22.0,0.0,0.0,23.6939,0.0,0.0,0.0,21.0,27.7,37.6,0.0,60000.0,7630650.801545924,9198850.801545924,70466373.79070793,79665224.59225385
Wrangler 4dr 4WD,Jeep,2023,HEV,6.0,3.6,Automatic 8-spd,45695,4850.0,21.0,0.0,0.0,23.7068,0.0,0.0,0.0,19.1468,24.1,33.2,0.0,60000.0,6806831.399348074,8375031.399348074,73156990.59792747,81532021.99727555
Wrangler 4dr 4WD,Jeep,2023,ICE,6.0,3.6,Manual 6-spd,45696,4850.0,19.0,0.0,0.0,23.244,0.0,0.0,0.0,17.0031,21.2,32.5,0.0,60000.0,7630650.801545924,9198850.801545924,77521598.95515643,86720449.75670235
Wrangler 4dr 4WD,Jeep,2023,ICE,8.0,6.4,Automatic 8-spd,45697,4850.0,14.0,0.0,0.0,16.6758,0.0,0.0,0.0,12.7459,15.6,22.8,0.0,60000.0,7630650.801545924,9198850.801545924,106269761.65105188,115468612.4525978
Atlas 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45699,4700.0,22.0,0.0,0.0,24.0,0.0,0.0,0.0,20.0,26.0,36.3,0.0,60000.0,7394651.29221976,8962851.292219762,71360360.36036035,80323211.65258011
Atlas 4motion,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45700,4700.0,20.0,0.0,0.0,23.3764,0.0,0.0,0.0,17.5986,22.0,32.7,0.0,60000.0,7394651.29221976,8962851.292219762,76250012.63453372,85212863.92675348
Atlas Cross Sport 4motion,Volkswagen,2023,ICE,6.0,3.6,Automatic (S8),45701,4700.0,20.0,0.0,0.0,23.5087,0.0,0.0,0.0,17.8951,22.4,32.9,0.0,60000.0,7394651.29221976,8962851.292219762,75500724.88702534,84463576.1792451
Atlas Cross Sport 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45702,4700.0,22.0,0.0,0.0,23.9871,0.0,0.0,0.0,19.8767,25.1,34.7,0.0,60000.0,7394651.29221976,8962851.292219762,71562088.08433864,80524939.3765584
Tiguan 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45703,4250.0,25.0,0.0,0.0,29.401,0.0,0.0,0.0,22.1809,28.3,42.0,0.0,60000.0,6686652.7642412735,8254852.7642412735,60576733.173485495,68831585.93772677
Tiguan R-Line 4motion,Volkswagen,2023,ICE,4.0,2.0,Automatic (S8),45704,4250.0,24.0,0.0,0.0,28.3824,0.0,0.0,0.0,21.4659,27.3,40.4,0.0,60000.0,6686652.7642412735,8254852.7642412735,62690999.892164506,70945852.65640578
Q7,Audi,2023,ICE,4.0,2.0,Automatic (S8),45706,5250.0,21.0,0.0,0.0,24.8246,0.0,0.0,0.0,19.22,24.2,34.9,0.0,60000.0,8259982.826415689,9828182.82641569,71032299.92292355,80860482.74933924
Cayenne,Porsche,2023,ICE,6.0,3.0,Automatic (S8),45707,5468.75,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,22.0,31.5,0.0,60000.0,8604148.777516343,10172348.777516343,80212658.22784811,90385007.00536445
Cayenne S,Porsche,2023,ICE,6.0,2.9,Automatic (S8),45708,5468.75,18.0,0.0,0.0,22.1807,0.0,0.0,0.0,16.0,20.9,30.9,0.0,60000.0,8604148.777516343,10172348.777516343,81662382.5961493,91834731.37366563
Cayenne S Coupe,Porsche,2023,ICE,6.0,2.9,Automatic (S8),45709,5468.75,18.0,0.0,0.0,21.0424,0.0,0.0,0.0,16.3295,20.3,29.2,0.0,60000.0,8604148.777516343,10172348.777516343,83724442.89183867,93896791.669355
Cayenne Turbo,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45710,5468.75,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,18.3,27.1,0.0,60000.0,8604148.777516343,10172348.777516343,94579104.47761193,104751453.25512826
Cayenne Turbo GT,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45711,5468.75,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,18.0,27.3,0.0,60000.0,8604148.777516343,10172348.777516343,94579104.47761193,104751453.25512826
Cayenne Turbo Coupe,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45712,5468.75,17.0,0.0,0.0,19.6238,0.0,0.0,0.0,14.8182,18.3,27.1,0.0,60000.0,8604148.777516343,10172348.777516343,90726453.04353403,100898801.82105038
Cayenne GTS,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45713,5468.75,17.0,0.0,0.0,19.1479,0.0,0.0,0.0,14.8943,18.4,26.4,0.0,60000.0,8604148.777516343,10172348.777516343,91924116.47357689,102096465.25109324
Cayenne GTS Coupe,Porsche,2023,ICE,8.0,4.0,Automatic (S8),45714,5468.75,17.0,0.0,0.0,19.0,0.0,0.0,0.0,15.4251,19.1,27.8,0.0,60000.0,8604148.777516343,10172348.777516343,91091548.96170756,101263897.7392239
Camry,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45719,3785.714285714286,26.0,0.0,0.0,33.0332,0.0,0.0,0.0,22.3944,28.6,47.8,0.0,60000.0,5956178.0925174365,7524378.0925174365,56086333.72678498,63610711.81930242
Camry TRD,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45720,3785.714285714286,25.0,0.0,0.0,30.9781,0.0,0.0,0.0,21.7524,27.7,44.5,0.0,60000.0,5956178.0925174365,7524378.0925174365,59053470.751999825,66577848.84451726
Camry XSE,Toyota,2023,ICE,6.0,3.5,Automatic (S8),45721,3785.714285714286,26.0,0.0,0.0,31.9782,0.0,0.0,0.0,22.0524,28.1199,46.1,0.0,60000.0,5956178.0925174365,7524378.0925174365,57583004.1084503,65107382.20096774
Camry AWD LE/SE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45722,3785.714285714286,29.0,0.0,0.0,34.0,0.0,0.0,0.0,25.085200000000004,32.4294,50.1974,0.0,60000.0,5956178.0925174365,7524378.0925174365,52827198.83794834,60351576.93046577
Camry AWD XLE/XSE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45723,3785.714285714286,28.0,0.0,0.0,34.4479,0.0,0.0,0.0,24.9954,32.3,50.1,0.0,60000.0,5956178.0925174365,7524378.0925174365,52466899.76825076,59991277.8607682
Camry LE/SE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45724,3785.714285714286,32.0,0.0,0.0,38.5726,0.0,0.0,0.0,27.7263,36.2805,56.9408,0.0,60000.0,5956178.0925174365,7524378.0925174365,47020392.075036734,54544770.16755417
Camry XLE/XSE,Toyota,2023,ICE,4.0,2.5,Automatic (S8),45725,3785.714285714286,31.0,0.0,0.0,38.0,0.0,0.0,0.0,27.0,36.2805,56.9408,0.0,60000.0,5956178.0925174365,7524378.0925174365,47933434.190620266,55457812.2831377
Camry Hybrid LE,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45726,3785.714285714286,52.0,0.0,0.0,52.7026,0.0,0.0,0.0,50.9831,71.6744,71.8871,0.0,60000.0,5313137.911125889,6881337.911125889,30507141.264991067,37388479.17611696
Camry Hybrid SE/XLE/XSE,Toyota,2023,HEV,4.0,2.5,Automatic (AV-S6),45727,3785.714285714286,46.0,0.0,0.0,47.0,0.0,0.0,0.0,44.1939,61.7,64.5,0.0,60000.0,5313137.911125889,6881337.911125889,34636971.545406476,41518309.45653237
Panamera,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45728,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,23.8,35.2,0.0,60000.0,8099074.070056943,9667274.070056945,74375586.85446009,84042860.92451704
Panamera 4S,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45729,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.4122,23.1,34.8,0.0,60000.0,8099074.070056943,9667274.070056945,73733482.45723043,83400756.52728738
Panamera 4S Executive,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45730,5147.727272727273,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,17.0,22.2,32.3,0.0,60000.0,8099074.070056943,9667274.070056945,77804156.69271925,87471430.7627762
Panamera 4S ST,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45731,5147.727272727273,19.0,0.0,0.0,23.1116,0.0,0.0,0.0,17.0,22.2,32.3,0.0,60000.0,8099074.070056943,9667274.070056945,77804156.69271925,87471430.7627762
Panamera 4,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45732,5147.727272727273,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.3385,23.0,34.6,0.0,60000.0,8099074.070056943,9667274.070056945,73847473.40905938,83514747.47911632
Panamera 4 Executive,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45733,5147.727272727273,19.0,0.0,0.0,23.0,0.0,0.0,0.0,17.0,22.4,33.8,0.0,60000.0,8099074.070056943,9667274.070056945,78039408.86699507,87706682.93705201
Panamera 4 ST,Porsche,2023,ICE,6.0,2.9,Automatic (AM-S8),45734,5147.727272727273,20.0,0.0,0.0,23.0,0.0,0.0,0.0,18.3385,23.0,33.8,0.0,60000.0,8099074.070056943,9667274.070056945,75790611.80993022,85457885.87998717
Panamera Turbo S,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45735,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.3495,19.0,29.9,0.0,60000.0,8099074.070056943,9667274.070056945,85830654.85018778,95497928.92024472
Panamera GTS,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45736,5147.727272727273,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,19.8,30.1,0.0,60000.0,8099074.070056943,9667274.070056945,86568306.01092896,96235580.0809859
Panamera GTS ST,Porsche,2023,ICE,8.0,4.0,Automatic (AM-S8),45737,5147.727272727273,17.0,0.0,0.0,20.0,0.0,0.0,0.0,15.0,19.2,29.2,0.0,60000.0,8099074.070056943,9667274.070056945,89250704.22535212,98917978.29540907
Titan 2WD,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45738,6000.0,18.0,0.0,0.0,21.311,0.0,0.0,0.0,15.5764,19.3,29.600000000000005,0.0,60000.0,9439980.373046502,11008180.373046502,84578944.53037117,95587124.90341768
Ridgeline AWD,Honda,2023,ICE,6.0,3.5,Automatic (S9),45739,4750.0,21.0,0.0,0.0,23.7728,0.0,0.0,0.0,18.0,23.6,33.3,0.0,60000.0,7473317.795328483,9041517.795328483,74814498.57945958,83856016.37478806
Titan 4WD,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45740,6000.0,18.0,0.0,0.0,21.2124,0.0,0.0,0.0,15.4813,19.1742,29.4531,0.0,60000.0,9439980.373046502,11008180.373046502,85019350.99891834,96027531.37196484
Titan 4WD PRO4X,Nissan,2023,ICE,8.0,5.6,Automatic (S9),45741,6000.0,17.0,0.0,0.0,20.4361,0.0,0.0,0.0,15.2737,18.9,28.3,0.0,60000.0,9439980.373046502,11008180.373046502,87461947.26224561,98470127.63529211
Sequoia 2WD,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45745,6250.0,22.0,0.0,0.0,24.1023,0.0,0.0,0.0,21.1067,26.8,33.8,0.0,60000.0,8771689.947613496,10339889.947613496,69622066.70569228,79961956.65330577
Tahoe 4WD,Chevrolet,2023,ICE,8.0,5.3,Automatic 10-spd,45746,6000.0,17.0,0.0,0.0,20.0033,0.0,0.0,0.0,14.9069,19.4,29.6,0.0,60000.0,9439980.373046502,11008180.373046502,89452690.9212464,100460871.2942929
Sequoia 4WD,Toyota,2023,HEV,6.0,3.4,Automatic (S10),45748,6250.0,20.0,0.0,0.0,22.3141,0.0,0.0,0.0,18.8896,23.7491,31.1,0.0,60000.0,8771689.947613496,10339889.947613496,76262180.73154794,86602070.67916143
LYRIQ,Cadillac,2023,EV,,,Automatic (A1),45749,6000.0,89.0,0.0,37.6878,81.69,0.0,0.0,312.0,96.95,138.4912,116.7388,1726951.0075064271,6287727.473850592,8943684.262956602,17914362.74431362,30072357.253263205,47986719.997576825
bZ4X,Toyota,2023,EV,,,Automatic (A1),45756,4666.666666666667,119.0,0.0,28.317,107.38,0.0,0.0,252.0,130.62,186.6,153.4,1061137.005840939,3886670.2738355338,6956198.871188469,12860006.150864942,22599821.290901322,35459827.44176626
bZ4X LIMITED,Toyota,2023,EV,,,Automatic (A1),45757,4666.666666666667,114.0,0.0,30.0,103.0,0.0,0.0,242.0,125.0,186.6,153.4,1062361.8349631068,3891087.2503112666,6956198.871188469,12865647.956462843,23588288.230976347,36453936.18743919
bZ4X AWD,Toyota,2023,EV,,,Automatic (A1),45758,4666.666666666667,104.0,0.0,32.0,94.0,0.0,0.0,228.0,114.0,170.4,140.4,1096734.0132,4015040.134794697,6956198.871188469,13023973.019183166,25855512.051235244,38879485.07041841
bZ4X LIMITED AWD,Toyota,2023,EV,,,Automatic (A1),45759,4666.666666666667,102.0,0.0,33.0,92.0,0.0,0.0,222.0,112.0,167.1,138.4,1091087.2133608698,3994676.6558398055,6956198.871188469,12997962.740389146,26367502.388883464,39365465.12927261
C40 Recharge twin,Volvo,2023,EV,,,Automatic (A1),45760,5000.0,87.0,0.0,38.5224,80.3491,0.0,0.0,226.0,94.3602,132.0,112.4,1271808.5542165376,4646393.615189488,7453070.219130502,14327272.388536528,30732739.65041386,45060012.03895038
XC40 Recharge twin,Volvo,2023,EV,,,Automatic (A1),45761,4416.666666666667,85.0,0.0,39.4392,78.6884,0.0,0.0,223.0,91.9344,128.4,109.90000000000002,1281411.058018717,4681022.146332903,6583545.360231943,13501978.564583562,31460674.021073226,44962652.58565679
MC20,Maserati,2023,ICE,6.0,3.0,Automatic (S8),45762,3937.5,18.0,0.0,0.0,24.7365,0.0,0.0,0.0,15.2655,18.3106,31.9272,0.0,60000.0,6194987.119811767,7763187.119811767,77374105.90220542,85137293.0220172
MC20 Spyder,Maserati,2023,ICE,6.0,3.0,Automatic (S8),45763,3937.5,18.0,0.0,0.0,24.9347,0.0,0.0,0.0,15.0516,18.1829,31.8508,0.0,60000.0,6194987.119811767,7763187.119811767,77325934.27978937,85089121.39960115
Kicks,Nissan,2023,ICE,4.0,1.6,Automatic (variable gear ratios),45766,3000.0,33.0,0.0,0.0,35.9711,0.0,0.0,0.0,31.0089,41.2,52.6025,0.0,60000.0,4719990.186523251,6288190.186523251,46955801.61425759,53243991.80078084
Urus Performante,Lamborghini,2023,ICE,8.0,4.0,Automatic (S8),45767,5500.0,16.0,0.0,0.0,18.8752,0.0,0.0,0.0,14.1316,17.4,26.0,0.0,60000.0,8653315.341959294,10221515.341959292,94632324.56701022,104853839.90896952
Murano FWD,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45768,4350.0,23.0,0.0,0.0,28.0,0.0,0.0,0.0,20.4865,25.9405,41.3615,0.0,60000.0,6843985.770458714,8412185.770458715,64348869.82270753,72761055.59316625
Murano AWD,Nissan,2023,ICE,6.0,3.5,Automatic (AV-S7),45769,4350.0,23.0,0.0,0.0,28.142199999999995,0.0,0.0,0.0,19.699,24.8559,40.0243,0.0,60000.0,6843985.770458714,8412185.770458715,65078898.20217593,73491083.97263464
Silverado 2WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45770,5635.775862068966,18.0,0.0,0.0,20.1649,0.0,0.0,0.0,16.4796,20.5,32.3,0.0,60000.0,10699118.873679617,11715118.873679617,0.0,11715118.873679617
Silverado 2WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45772,5635.775862068966,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.561,30.2487,45.5428,0.0,60000.0,8866935.587470045,10435135.587470045,59663044.276516855,70098179.8639869
Silverado 2WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45775,5635.775862068966,20.0,0.0,0.0,21.5217,0.0,0.0,0.0,18.6251,23.3891,35.3116,0.0,60000.0,8866935.587470045,10435135.587470045,78355029.09997563,88790164.68744567
Sierra 2WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45777,5782.738095238095,18.0,0.0,0.0,20.1649,0.0,0.0,0.0,16.4796,20.5,32.3,0.0,60000.0,10978116.200951025,11994116.200951025,0.0,11994116.200951025
Sierra 2WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45779,5782.738095238095,26.0,0.0,0.0,29.0,0.0,0.0,0.0,23.561,30.2487,45.5428,0.0,60000.0,9098155.686919324,10666355.686919324,59663044.276516855,70329399.96343619
Sierra 2WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45782,5782.738095238095,20.0,0.0,0.0,21.5556,0.0,0.0,0.0,18.6295,23.3951,35.3599,0.0,60000.0,9098155.686919324,10666355.686919324,78275179.10474677,88941534.79166609
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45784,5635.775862068966,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7,0.0,60000.0,10699118.873679617,11715118.873679617,0.0,11715118.873679617
Silverado 4WD,Chevrolet,2023,FCV,8.0,5.3,Automatic 10-spd,45785,5635.775862068966,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7,0.0,60000.0,10699118.873679617,11715118.873679617,0.0,11715118.873679617
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45786,5635.775862068966,16.0,0.0,0.0,18.3133,0.0,0.0,0.0,14.0,18.7728,27.6838,0.0,60000.0,8866935.587470045,10435135.587470045,96760904.00166379,107196039.58913383
Silverado 4WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45787,5635.775862068966,19.0,0.0,0.0,20.5264,0.0,0.0,0.0,18.2961,22.9425,33.7659,0.0,60000.0,8866935.587470045,10435135.587470045,81146292.54616342,91581428.13363346
Silverado 4WD,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45793,5635.775862068966,17.0,0.0,0.0,19.6777,0.0,0.0,0.0,15.7819,19.5723,30.0251,0.0,60000.0,8866935.587470045,10435135.587470045,88381379.99251306,98816515.5799831
Silverado 4WD ZR2,Chevrolet,2023,ICE,8.0,6.2,Automatic 10-spd,45794,5635.775862068966,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7,0.0,60000.0,8866935.587470045,10435135.587470045,101827390.93824923,112262526.52571927
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,4.0,2.7,Automatic 8-spd,45795,5635.775862068966,17.0,0.0,0.0,17.7663,0.0,0.0,0.0,17.0031,21.2,28.8,0.0,60000.0,8866935.587470045,10435135.587470045,90926518.37872772,101361653.96619776
Silverado 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45796,5635.775862068966,24.0,0.0,0.0,26.9053,0.0,0.0,0.0,22.0,28.8,41.5,0.0,60000.0,8866935.587470045,10435135.587470045,64143066.32766368,74578201.91513373
Silverado Mud Terrain Tires 4WD,Chevrolet,2023,ICE,6.0,3.0,Automatic 10-spd,45797,5635.775862068966,22.0,0.0,0.0,23.0661,0.0,0.0,0.0,21.1067,26.8,36.0,0.0,60000.0,8866935.587470045,10435135.587470045,71410637.30906038,81845772.89653042
Sierra 4WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45800,5782.738095238095,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7,0.0,60000.0,10978116.200951025,11994116.200951025,0.0,11994116.200951025
Sierra Mud Terrain Tires 4WD,GMC,2023,FCV,8.0,5.3,Automatic 10-spd,45801,5782.738095238095,17.0,0.0,0.0,19.2393,0.0,0.0,0.0,15.4251,19.1,28.7,0.0,60000.0,10978116.200951025,11994116.200951025,0.0,11994116.200951025
Sierra 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45802,5782.738095238095,24.0,0.0,0.0,27.175,0.0,0.0,0.0,22.0,28.9232,41.9162,0.0,60000.0,9098155.686919324,10666355.686919324,63760124.76731901,74426480.45423833
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45803,5782.738095238095,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7,0.0,60000.0,9098155.686919324,10666355.686919324,101827390.93824923,112493746.62516856
Sierra 4WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45804,5782.738095238095,19.0,0.0,0.0,20.3594,0.0,0.0,0.0,17.9691,22.5,33.5,0.0,60000.0,9098155.686919324,10666355.686919324,82152007.14175886,92818362.82867819
Sierra 4WD,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45810,5782.738095238095,17.0,0.0,0.0,19.0512,0.0,0.0,0.0,15.2737,18.9,29.1,0.0,60000.0,9098155.686919324,10666355.686919324,91301384.76456407,101967740.4514834
Sierra 4WD AT4X,GMC,2023,ICE,8.0,6.2,Automatic 10-spd,45811,5782.738095238095,15.0,0.0,0.0,16.7871,0.0,0.0,0.0,14.0551,17.3,24.7,0.0,60000.0,9098155.686919324,10666355.686919324,101827390.93824923,112493746.62516856
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,4.0,2.7,Automatic 8-spd,45812,5782.738095238095,17.0,0.0,0.0,17.7663,0.0,0.0,0.0,17.0031,21.2,28.8,0.0,60000.0,9098155.686919324,10666355.686919324,90926518.37872772,101592874.06564704
Sierra Mud Terrain Tires 4WD,GMC,2023,ICE,6.0,3.0,Automatic 10-spd,45813,5782.738095238095,22.0,0.0,0.0,23.0661,0.0,0.0,0.0,21.1067,26.8,36.0,0.0,60000.0,9098155.686919324,10666355.686919324,71410637.30906038,82076992.9959797
