Model,Make,Year,atvType,cylinders,displ,trany,VehicleID,AdjWeight,comb08,combinedUF,combE,highway08,rangeHwyA,RangeHwy,Range,city08,UCity,UHighway,battery_assembly,battery_manufacture,vehicle_manufacture,total_embodied,usage,total
Outlander 4WD,Mitsubishi,2019,ICE,6.0,3.0,Automatic (S6),11985,3904.1666666666665,22.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,25.3815,38.2439,0.0,60000.0,6142542.784405954,7710742.784405954,84286221.95861031,91996964.74301627
X6 sDrive35i,BMW,2019,ICE,6.0,3.0,Automatic (S8),11986,5250.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.7645,33.8,0.0,60000.0,8259982.826415689,9828182.82641569,94376825.99590872,104205008.82232441
X6 xDrive35i,BMW,2019,ICE,6.0,3.0,Automatic (S8),11987,5250.0,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.6181,33.2,0.0,60000.0,8259982.826415689,9828182.82641569,94376825.99590872,104205008.82232441
CX-5 2WD,Mazda,2018,ICE,4.0,2.2,Automatic (S6),11988,4111.111111111111,29.0,0.0,0.0,31.0,0.0,0.0,0.0,28.0,35.8,50.4,0.0,60000.0,6468134.700050382,8036334.700050382,67798529.29891588,75834863.99896626
CX-5 4WD,Mazda,2018,ICE,4.0,2.2,Automatic (S6),11989,4111.111111111111,28.0,0.0,0.0,30.0,0.0,0.0,0.0,27.0,34.0,47.3,0.0,60000.0,6468134.700050382,8036334.700050382,70164970.11214158,78201304.81219196
Aventador Coupe,Lamborghini,2019,ICE,12.0,6.5,Automatic (AM-S7),11990,4375.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,10.7497,19.7247,0.0,60000.0,6883319.022013075,8451519.022013074,163433040.1392566,171884559.16126966
Aventador Roadster,Lamborghini,2019,ICE,12.0,6.5,Automatic (AM-S7),11991,4375.0,11.0,0.0,0.0,15.0,0.0,0.0,0.0,9.0,10.6,19.5,0.0,60000.0,6883319.022013075,8451519.022013074,163433040.1392566,171884559.16126966
86,Toyota,2019,ICE,4.0,2.0,Automatic (S6),11992,3125.0,27.0,0.0,0.0,32.0,0.0,0.0,0.0,24.0,30.600000000000005,46.6,0.0,60000.0,4916656.444295054,6484856.444295054,70782619.49693154,77267475.94122659
86,Toyota,2019,ICE,4.0,2.0,Manual 6-spd,11993,3125.0,24.0,0.0,0.0,28.0,0.0,0.0,0.0,21.0,26.745500000000003,40.2359,0.0,60000.0,4916656.444295054,6484856.444295054,80894422.28220749,87379278.72650254
Ghibli V6 SQ4 AWD,Maserati,2019,ICE,6.0,3.0,Automatic 8-spd,11994,4750.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,19.8,33.1,0.0,60000.0,7473317.795328483,9041517.795328483,98540509.49572822,107582027.29105671
Ghibli  S RWD,Maserati,2019,ICE,6.0,3.0,Automatic 8-spd,11995,4750.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,16.0,19.8,33.3,0.0,60000.0,7473317.795328483,9041517.795328483,98540509.49572822,107582027.29105671
Sonata,Hyundai,2019,ICE,4.0,2.4,Automatic (S6),11996,3783.928571428572,28.0,0.0,0.0,33.0,0.0,0.0,0.0,25.0,32.6,47.6,0.0,60000.0,5953368.574549269,7521568.574549269,68375047.40519919,75896615.97974846
Sonata SE,Hyundai,2019,ICE,4.0,2.4,Automatic (S6),11997,3783.928571428572,29.0,0.0,0.0,35.0,0.0,0.0,0.0,26.0,33.3,50.5,0.0,60000.0,5953368.574549269,7521568.574549269,64950772.01010843,72472340.5846577
Sonata,Hyundai,2019,ICE,4.0,2.0,Automatic (S8),11998,3783.928571428572,26.0,0.0,0.0,32.0,0.0,0.0,0.0,23.0,29.0,45.5,0.0,60000.0,5953368.574549269,7521568.574549269,71922232.333197,79443800.90774627
Sonata,Hyundai,2019,ICE,4.0,1.6,Automatic (AM7),11999,3783.928571428572,31.0,0.0,0.0,37.0,0.0,0.0,0.0,28.0,35.1,53.5,0.0,60000.0,5953368.574549269,7521568.574549269,61008388.27656619,68529956.85111547
Ioniq,Hyundai,2019,HEV,4.0,1.6,Automatic (AM6),12000,3486.1111111111118,55.0,0.0,0.0,54.0,0.0,0.0,0.0,55.0,72.421,74.8987,0.0,520688.72723144817,4892653.72633553,6921542.453566979,36918758.37856485,43840300.832131825
Ioniq Blue,Hyundai,2019,HEV,4.0,1.6,Automatic (AM6),12001,3486.1111111111118,58.0,0.0,0.0,59.0,0.0,0.0,0.0,57.0,75.7,79.1,0.0,520688.72723144817,4892653.72633553,6921542.453566979,34599421.57853453,41520964.032101505
Quattroporte V8,Maserati,2019,ICE,8.0,3.8,Automatic 8-spd,12002,4833.333333333333,17.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,18.1,30.3,0.0,60000.0,7604428.633843016,9172628.633843014,106643310.01129209,115815938.6451351
Quattroporte S,Maserati,2019,ICE,6.0,3.0,Automatic 8-spd,12003,4833.333333333333,18.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,19.6,32.0,0.0,60000.0,7604428.633843016,9172628.633843014,101270851.06865774,110443479.70250076
Tundra 2WD,Toyota,2019,ICE,8.0,4.6,Automatic (S6),12004,5875.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,18.4,26.399999999999995,0.0,60000.0,9243314.115274701,10811514.115274701,116873627.5414451,127685141.6567198
Tundra 2WD,Toyota,2019,ICE,8.0,5.7,Automatic (S6),12005,5875.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,16.1785,24.322099999999995,0.0,60000.0,9243314.115274701,10811514.115274701,127633421.82303847,138444935.9383132
Tundra 4WD,Toyota,2019,ICE,8.0,4.6,Automatic (S6),12006,5875.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,17.3779,25.689000000000004,0.0,60000.0,9243314.115274701,10811514.115274701,124088048.99462076,134899563.10989547
Tundra 4WD FFV,Toyota,2019,ICE,8.0,5.7,Automatic (S6),12007,5875.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,16.0641,23.2898,0.0,60000.0,9243314.115274701,10811514.115274701,132251736.42847733,143063250.54375204
Tundra 4WD,Toyota,2019,ICE,8.0,5.7,Automatic (S6),12008,5875.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,16.028,22.7336,0.0,60000.0,9243314.115274701,10811514.115274701,132251736.42847733,143063250.54375204
Pacifica,Chrysler,2019,ICE,6.0,3.6,Automatic 9-spd,12009,5000.0,22.0,0.0,0.0,28.0,0.0,0.0,0.0,18.0,23.9,39.6,0.0,60000.0,7866650.310872085,9434850.310872085,85541548.66863218,94976398.97950426
Sienna 2WD,Toyota,2019,ICE,6.0,3.5,Automatic (S8),12010,4937.5,22.0,0.0,0.0,27.0,0.0,0.0,0.0,19.0,23.8488,37.781,0.0,60000.0,7768317.181986185,9336517.181986185,85907110.84242973,95243628.02441591
Sienna AWD,Toyota,2019,ICE,6.0,3.5,Automatic (S8),12011,4937.5,20.0,0.0,0.0,24.0,0.0,0.0,0.0,18.0,22.0,34.3,0.0,60000.0,7768317.181986185,9336517.181986185,94376825.99590872,103713343.1778949
XT4 FWD,Cadillac,2019,ICE,4.0,2.0,Automatic (S9),12012,4125.0,26.0,0.0,0.0,30.0,0.0,0.0,0.0,24.0,30.9,43.4,0.0,60000.0,6489986.5064694695,8058186.5064694695,73634666.43636836,81692852.94283783
Compass FWD,Jeep,2019,ICE,4.0,2.4,Manual 6-spd,12013,3614.583333333333,26.0,0.0,0.0,32.0,0.0,0.0,0.0,23.0,29.0,46.5,0.0,60000.0,5686932.620567945,7255132.620567945,71922232.333197,79177364.95376495
Compass FWD,Jeep,2019,ICE,4.0,2.4,Automatic 6-spd,12014,3614.583333333333,25.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,28.3,44.3454,0.0,60000.0,5686932.620567945,7255132.620567945,74590960.80567184,81846093.42623979
XT4 AWD,Cadillac,2019,ICE,4.0,2.0,Automatic (S9),12015,4125.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,22.0,27.5,41.1,0.0,60000.0,6489986.5064694695,8058186.5064694695,77765044.24421106,85823230.75068054
Compass 4WD,Jeep,2019,ICE,4.0,2.4,Manual 6-spd,12016,3614.583333333333,25.0,0.0,0.0,31.0,0.0,0.0,0.0,22.0,27.5967,44.3495,0.0,60000.0,5686932.620567945,7255132.620567945,74590960.80567184,81846093.42623979
Compass 4WD,Jeep,2019,ICE,4.0,2.4,Automatic 9-spd,12017,3614.583333333333,25.0,0.0,0.0,30.0,0.0,0.0,0.0,22.0,27.7,43.2,0.0,60000.0,5686932.620567945,7255132.620567945,76144939.15579002,83400071.77635796
X6 xDrive50i,BMW,2019,ICE,8.0,4.4,Automatic (S8),12018,5250.0,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,20.5948,31.2121,0.0,60000.0,8259982.826415689,9828182.82641569,101783614.87153703,111611797.69795272
BRZ,Subaru,2019,ICE,4.0,2.0,Manual 6-spd,12019,3125.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,26.6391,40.8809,0.0,60000.0,4916656.444295054,6484856.444295054,79142771.40601796,85627627.85031301
BRZ,Subaru,2019,ICE,4.0,2.0,Automatic (S6),12020,3125.0,27.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,31.3,47.3,0.0,60000.0,4916656.444295054,6484856.444295054,69437871.97626445,75922728.4205595
Regal AWD,Buick,2019,ICE,4.0,2.0,Automatic (S8),12021,3906.25,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,27.2,42.0,0.0,60000.0,6145820.555368817,7714020.555368817,79142771.40601796,86856791.96138677
Malibu,Chevrolet,2019,ICE,4.0,2.0,Automatic 9-spd,12022,3569.4444444444443,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,28.6,45.6,0.0,60000.0,5615914.249705906,7184114.249705906,73099141.5895584,80283255.8392643
Sentra,Nissan,2019,ICE,4.0,1.8,Manual 6-spd,12023,3343.75,30.0,0.0,0.0,35.0,0.0,0.0,0.0,27.0,34.5,52.2,0.0,60000.0,5260822.395395707,6829022.395395707,64019948.84435848,70848971.23975419
Sentra,Nissan,2019,ICE,4.0,1.8,Automatic (variable gear ratios),12024,3343.75,32.0,0.0,0.0,37.0,0.0,0.0,0.0,29.0,37.8112,55.7942,0.0,60000.0,5260822.395395707,6829022.395395707,60186418.9734388,67015441.36883451
Sentra Nismo,Nissan,2019,ICE,4.0,1.6,Manual 6-spd,12025,3343.75,27.0,0.0,0.0,31.0,0.0,0.0,0.0,25.0,33.7,46.4,0.0,60000.0,5260822.395395707,6829022.395395707,71032734.76017159,77861757.1555673
Sentra,Nissan,2019,ICE,4.0,1.6,Automatic (AV-S7),12026,3343.75,29.0,0.0,0.0,33.0,0.0,0.0,0.0,27.0,36.2,49.5,0.0,60000.0,5260822.395395707,6829022.395395707,66344105.40306455,73173127.79846026
Sentra Nismo,Nissan,2019,ICE,4.0,1.6,Automatic (AV-S7),12027,3343.75,27.0,0.0,0.0,30.0,0.0,0.0,0.0,25.0,34.4,46.4,0.0,60000.0,5260822.395395707,6829022.395395707,72440590.76442724,79269613.15982296
Regal TourX AWD,Buick,2019,ICE,4.0,2.0,Automatic (S8),12028,3906.25,24.0,0.0,0.0,29.0,0.0,0.0,0.0,21.0,27.2,42.0,0.0,60000.0,6145820.555368817,7714020.555368817,79142771.40601796,86856791.96138677
X6 M,BMW,2019,ICE,8.0,4.4,Automatic (S8),12029,5250.0,16.0,0.0,0.0,19.0,0.0,0.0,0.0,14.0,17.4857,26.8,0.0,60000.0,8259982.826415689,9828182.82641569,120013516.04255857,129841698.86897425
Discovery,Land Rover,2019,ICE,6.0,3.0,Automatic (S8),12030,4833.333333333333,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.7,28.600000000000005,0.0,60000.0,7604428.633843016,9172628.633843014,107212074.33135234,116384702.96519536
Levante S,Maserati,2019,ICE,6.0,3.0,Automatic 8-spd,12031,5250.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.0,28.5,0.0,60000.0,8259982.826415689,9828182.82641569,109848436.81491017,119676619.64132586
Levante,Maserati,2019,ICE,6.0,3.0,Automatic 8-spd,12032,5250.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.3,29.3,0.0,60000.0,8259982.826415689,9828182.82641569,109848436.81491017,119676619.64132586
Kona Electric,Hyundai,2019,EV,,,Automatic (A1),12033,3582.912457912458,120.0,0.0,28.0,108.0,0.0,226.0235,258.0,132.0,195.5,155.5,1080165.4194333334,3955290.503128695,5340739.6275638025,11332195.550125832,22416816.00401709,33749011.55414292
Cruze Premier Hatchback,Chevrolet,2019,ICE,4.0,1.4,Automatic (S6),12034,3434.2105263157896,31.0,0.0,0.0,37.0,0.0,0.0,0.0,28.0,37.3,55.9,0.0,60000.0,5403146.660888459,6971346.660888459,61008388.27656619,67979734.93745466
Escalade 2WD,Cadillac,2019,ICE,8.0,6.2,Automatic 10-spd,12035,6125.0,17.0,0.0,0.0,23.0,0.0,0.0,0.0,14.0,17.7,31.5,0.0,60000.0,9636646.630818304,11204846.630818304,106080548.48088951,117285395.11170782
XE AWD,Jaguar,2019,ICE,8.0,5.0,Automatic (S8),12036,4163.194444444444,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,20.2024,30.916,0.0,60000.0,6550078.974121965,8118278.974121965,104156807.96439669,112275086.93851864
Challenger,Dodge,2019,ICE,6.0,3.6,Automatic 8-spd,12037,4625.0,23.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,23.9,43.1,0.0,60000.0,7276651.53755668,8844851.53755668,80248558.63125174,89093410.16880842
Challenger,Dodge,2019,ICE,8.0,5.7,Automatic 8-spd,12038,4625.0,19.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,19.8,35.1989,0.0,60000.0,7276651.53755668,8844851.53755668,95953527.14619838,104798378.68375506
Challenger,Dodge,2019,ICE,8.0,5.7,Manual 6-spd,12039,4625.0,18.0,0.0,0.0,23.0,0.0,0.0,0.0,15.0,18.7,32.6,0.0,60000.0,7276651.53755668,8844851.53755668,103619917.20169362,112464768.7392503
Challenger,Dodge,2019,ICE,8.0,6.4,Automatic 8-spd,12040,4625.0,18.0,0.0,0.0,24.0,0.0,0.0,0.0,15.0,18.0689,34.1366,0.0,60000.0,7276651.53755668,8844851.53755668,100763227.75503035,109608079.29258703
Challenger,Dodge,2019,ICE,8.0,6.4,Manual 6-spd,12041,4625.0,17.0,0.0,0.0,23.0,0.0,0.0,0.0,14.0,17.3,31.4,0.0,60000.0,7276651.53755668,8844851.53755668,106080548.48088951,114925400.01844619
Challenger SRT,Dodge,2019,ICE,8.0,6.2,Automatic 8-spd,12042,4625.0,16.0,0.0,0.0,22.0,0.0,0.0,0.0,13.0,16.1,28.8,0.0,60000.0,7276651.53755668,8844851.53755668,111990328.34054908,120835179.87810576
Challenger SRT,Dodge,2019,ICE,8.0,6.2,Manual 6-spd,12043,4625.0,16.0,0.0,0.0,21.0,0.0,0.0,0.0,13.0,16.0,27.7,0.0,60000.0,7276651.53755668,8844851.53755668,115530252.5122331,124375104.04978977
Challenger GT,Dodge,2019,ICE,6.0,3.6,Automatic 8-spd,12044,4625.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,23.0,38.1,0.0,60000.0,7276651.53755668,8844851.53755668,87591563.99620287,96436415.53375955
Camry LE/SE,Toyota,2019,ICE,4.0,2.5,Automatic (S8),12045,3739.5833333333335,32.0,0.0,0.0,39.0,0.0,0.0,0.0,28.0,36.5667,57.5292,0.0,60000.0,5883598.878339748,7451798.878339748,59037485.86528211,66489284.743621856
Camry,Toyota,2019,ICE,6.0,3.5,Automatic (S8),12046,3739.5833333333335,26.0,0.0,0.0,33.0,0.0,0.0,0.0,22.0,28.600000000000005,47.79999999999999,0.0,60000.0,5883598.878339748,7451798.878339748,71665825.08780235,79117623.9661421
Camry XSE,Toyota,2019,ICE,6.0,3.5,Automatic (S8),12047,3739.5833333333335,26.0,0.0,0.0,32.0,0.0,0.0,0.0,22.0,28.1199,46.1,0.0,60000.0,5883598.878339748,7451798.878339748,73099141.5895584,80550940.46789815
Camry XLE/XSE,Toyota,2019,ICE,4.0,2.5,Automatic (S8),12048,3739.5833333333335,32.0,0.0,0.0,39.0,0.0,0.0,0.0,28.0,37.0,58.20000000000001,0.0,60000.0,5883598.878339748,7451798.878339748,59037485.86528211,66489284.743621856
Camry,Toyota,2019,ICE,4.0,2.5,Automatic (S8),12049,3739.5833333333335,34.0,0.0,0.0,41.0,0.0,0.0,0.0,29.0,39.1,61.79999999999999,0.0,60000.0,5883598.878339748,7451798.878339748,56467033.531260006,63918832.40959975
300,Chrysler,2019,ICE,6.0,3.6,Automatic 8-spd,12050,4500.0,23.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,23.899999999999995,43.1,0.0,60000.0,7079985.279784877,8648185.279784877,80248558.63125174,88896743.91103661
300,Chrysler,2019,ICE,8.0,5.7,Automatic 8-spd,12051,4500.0,19.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,19.8,35.1989,0.0,60000.0,7079985.279784877,8648185.279784877,95953527.14619838,104601712.42598325
300 AWD,Chrysler,2019,ICE,6.0,3.6,Automatic 8-spd,12052,4500.0,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,23.0,38.1,0.0,60000.0,7079985.279784877,8648185.279784877,87591563.99620287,96239749.27598774
Charger,Dodge,2019,ICE,6.0,3.6,Automatic 8-spd,12053,4566.666666666667,23.0,0.0,0.0,30.0,0.0,0.0,0.0,19.0,23.899999999999995,43.1,0.0,60000.0,7184873.950596506,8753073.950596506,80248558.63125174,89001632.58184825
Charger,Dodge,2019,ICE,8.0,5.7,Automatic 8-spd,12054,4566.666666666667,19.0,0.0,0.0,25.0,0.0,0.0,0.0,16.0,19.8,35.1989,0.0,60000.0,7184873.950596506,8753073.950596506,95953527.14619838,104706601.09679489
Charger,Dodge,2019,ICE,8.0,6.4,Automatic 8-spd,12055,4566.666666666667,18.0,0.0,0.0,24.0,0.0,0.0,0.0,15.0,18.0689,34.1366,0.0,60000.0,7184873.950596506,8753073.950596506,100763227.75503035,109516301.70562686
Charger SRT,Dodge,2019,ICE,8.0,6.2,Automatic 8-spd,12056,4566.666666666667,16.0,0.0,0.0,22.0,0.0,0.0,0.0,13.0,16.1,28.8,0.0,60000.0,7184873.950596506,8753073.950596506,111990328.34054908,120743402.2911456
Charger AWD,Dodge,2019,ICE,6.0,3.6,Automatic 8-spd,12057,4566.666666666667,21.0,0.0,0.0,27.0,0.0,0.0,0.0,18.0,23.0,38.1,0.0,60000.0,7184873.950596506,8753073.950596506,87591563.99620287,96344637.94679938
RX 350,Lexus,2019,ICE,6.0,3.5,Automatic (S8),12058,4750.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,20.0,25.1081,38.5242,0.0,60000.0,7473317.795328483,9041517.795328483,84286221.95861031,93327739.7539388
MDX Hybrid AWD,Acura,2019,HEV,6.0,3.0,Automatic (AM-S7),12059,4500.0,27.0,0.0,0.0,27.0,0.0,0.0,0.0,26.0,34.4723,38.575,0.0,635860.9090393103,6315616.762281717,8459677.671321027,75714741.75942959,84174419.43075061
RX 350 AWD,Lexus,2019,ICE,6.0,3.5,Automatic (S8),12060,4750.0,22.0,0.0,0.0,26.0,0.0,0.0,0.0,19.0,24.2157,36.9,0.0,60000.0,7473317.795328483,9041517.795328483,87974896.88021252,97016414.675541
4Runner 2WD,Toyota,2019,ICE,6.0,4.0,Automatic (S5),12061,4875.0,18.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,21.0,30.7,0.0,60000.0,7669984.053100284,9238184.053100284,104699291.33921124,113937475.39231153
Sequoia 2WD,Toyota,2019,ICE,8.0,5.7,Automatic (S6),12062,6250.0,15.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,16.0393,24.2732,0.0,60000.0,9833312.888590109,11401512.888590109,132251736.42847733,143653249.31706744
LX 570,Lexus,2019,ICE,8.0,5.7,Automatic (S8),12063,6500.0,15.0,0.0,0.0,18.0,0.0,0.0,0.0,13.0,15.8,25.1703,0.0,60000.0,10226645.404133711,11794845.404133711,127633421.82303847,139428267.2271722
4Runner 4WD,Toyota,2019,ICE,6.0,4.0,Automatic (S5),12064,4875.0,18.0,0.0,0.0,20.0,0.0,0.0,0.0,17.0,20.6715,29.4676,0.0,60000.0,7669984.053100284,9238184.053100284,107786938.00068934,117025122.05378963
Sequoia 4WD,Toyota,2019,ICE,8.0,5.7,Automatic (S6),12065,6250.0,14.0,0.0,0.0,17.0,0.0,0.0,0.0,13.0,15.6244,23.3913,0.0,60000.0,9833312.888590109,11401512.888590109,132251736.42847733,143653249.31706744
Cruze Premier,Chevrolet,2019,ICE,4.0,1.4,Automatic (S6),12066,3434.2105263157896,32.0,0.0,0.0,38.0,0.0,0.0,0.0,28.0,37.3,55.9,0.0,60000.0,5403146.660888459,6971346.660888459,60006758.02127928,66978104.68216774
Versa,Nissan,2019,ICE,4.0,1.6,Automatic (variable gear ratios),12067,2800.0,34.0,0.0,0.0,39.0,0.0,0.0,0.0,31.0,40.9053,57.3771,0.0,60000.0,4405324.174088368,5973524.174088367,56786056.319572195,62759580.49366056
Versa,Nissan,2019,ICE,4.0,1.6,Manual 5-spd,12068,2800.0,30.0,0.0,0.0,36.0,0.0,0.0,0.0,27.0,36.0,52.5,0.0,60000.0,4405324.174088368,5973524.174088367,62917883.99727248,68891408.17136085
Giulia,Alfa Romeo,2019,ICE,4.0,2.0,Automatic 8-spd,12069,4031.25,27.0,0.0,0.0,33.0,0.0,0.0,0.0,24.0,30.2997,47.1487,0.0,60000.0,6342486.81314062,7910686.81314062,69437871.97626445,77348558.78940506
Giulia,Alfa Romeo,2019,ICE,6.0,2.9,Automatic 8-spd,12070,4031.25,20.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,21.2313,34.2507,0.0,60000.0,6342486.81314062,7910686.81314062,96413735.9094895,104324422.72263011
Giulia AWD,Alfa Romeo,2019,ICE,4.0,2.0,Automatic 8-spd,12071,4031.25,26.0,0.0,0.0,31.0,0.0,0.0,0.0,23.0,28.7492,43.9,0.0,60000.0,6342486.81314062,7910686.81314062,73365926.77784146,81276613.59098208
Colorado 2WD,Chevrolet,2019,ICE,6.0,3.6,Automatic 8-spd,12072,4854.761904761905,20.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.0,34.5,0.0,60000.0,7638142.8494610395,9206342.84946104,92001207.95024513,101207550.79970616
Canyon 2WD,GMC,2019,ICE,6.0,3.6,Automatic 8-spd,12073,5250.0,20.0,0.0,0.0,25.0,0.0,0.0,0.0,18.0,22.0,34.5,0.0,60000.0,8259982.826415689,9828182.82641569,92001207.95024513,101829390.77666081
Frontier 2WD,Nissan,2019,ICE,4.0,2.5,Automatic 5-spd,12074,4606.534090909091,19.0,0.0,0.0,22.0,0.0,0.0,0.0,17.0,21.3955,30.8776,0.0,60000.0,7247598.5676585715,8815798.567658573,101783614.87153703,110599413.4391956
Frontier 2WD,Nissan,2019,ICE,4.0,2.5,Manual 5-spd,12075,4606.534090909091,21.0,0.0,0.0,23.0,0.0,0.0,0.0,19.0,24.5,33.0,0.0,60000.0,7247598.5676585715,8815798.567658573,94821999.70343661,103637798.27109519
Frontier 2WD,Nissan,2019,ICE,6.0,4.0,Automatic 5-spd,12076,4606.534090909091,19.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,20.1687,31.5306,0.0,60000.0,7247598.5676585715,8815798.567658573,101270851.06865774,110086649.63631631
Frontier 2WD,Nissan,2019,ICE,6.0,4.0,Manual 6-spd,12077,4606.534090909091,19.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,20.4,30.6,0.0,60000.0,7247598.5676585715,8815798.567658573,104156807.96439669,112972606.53205526
Frontier 2WD FFV,Nissan,2019,ICE,6.0,4.0,Automatic 5-spd,12078,4606.534090909091,18.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,19.5202,30.6359,0.0,60000.0,7247598.5676585715,8815798.567658573,104156807.96439669,112972606.53205526
Colorado 4WD,Chevrolet,2019,ICE,4.0,2.8,Automatic 6-spd,12079,4854.761904761905,22.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.2,39.7,0.0,60000.0,7638142.8494610395,9206342.84946104,83934296.18842822,93140639.03788926
Colorado ZR2 4WD,Chevrolet,2019,ICE,4.0,2.8,Automatic 6-spd,12080,4854.761904761905,19.0,0.0,0.0,22.0,0.0,0.0,0.0,18.0,21.1,31.2493,0.0,60000.0,7638142.8494610395,9206342.84946104,99516158.10459682,108722500.95405786
Colorado 4WD,Chevrolet,2019,ICE,6.0,3.6,Automatic 8-spd,12081,4854.761904761905,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.9,33.2,0.0,60000.0,7638142.8494610395,9206342.84946104,96413735.9094895,105620078.75895053
Colorado ZR2 4WD,Chevrolet,2019,ICE,6.0,3.6,Automatic 8-spd,12082,4854.761904761905,17.0,0.0,0.0,18.0,0.0,0.0,0.0,16.0,19.5,27.0,0.0,60000.0,7638142.8494610395,9206342.84946104,117557099.04753545,126763441.89699648
Canyon 4WD,GMC,2019,ICE,4.0,2.8,Automatic 6-spd,12083,5250.0,22.0,0.0,0.0,28.0,0.0,0.0,0.0,19.0,24.2,39.7,0.0,60000.0,8259982.826415689,9828182.82641569,83934296.18842822,93762479.01484391
Canyon 4WD,GMC,2019,ICE,6.0,3.6,Automatic 8-spd,12084,5250.0,19.0,0.0,0.0,24.0,0.0,0.0,0.0,17.0,20.9,33.2,0.0,60000.0,8259982.826415689,9828182.82641569,96413735.9094895,106241918.73590519
Frontier 4WD,Nissan,2019,ICE,6.0,4.0,Automatic 5-spd,12085,4606.534090909091,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.6762,28.5762,0.0,60000.0,7247598.5676585715,8815798.567658573,109848436.81491017,118664235.38256875
Frontier 4WD,Nissan,2019,ICE,6.0,4.0,Manual 6-spd,12086,4606.534090909091,18.0,0.0,0.0,21.0,0.0,0.0,0.0,16.0,19.2537,28.7163,0.0,60000.0,7247598.5676585715,8815798.567658573,107212074.33135234,116027872.89901091
Frontier 4WD FFV,Nissan,2019,ICE,6.0,4.0,Automatic 5-spd,12087,4606.534090909091,17.0,0.0,0.0,21.0,0.0,0.0,0.0,15.0,18.6474,28.4143,0.0,60000.0,7247598.5676585715,8815798.567658573,109848436.81491017,118664235.38256875
Colorado Cab Chassis 2WD,Chevrolet,2019,ICE,6.0,3.6,Automatic 8-spd,12088,4854.761904761905,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,18.8,24.3,0.0,60000.0,7638142.8494610395,9206342.84946104,134015092.9141904,143221435.76365143
Canyon Cab Chassis 2WD,GMC,2019,ICE,6.0,3.6,Automatic 8-spd,12089,5250.0,15.0,0.0,0.0,15.0,0.0,0.0,0.0,15.0,18.8,24.3,0.0,60000.0,8259982.826415689,9828182.82641569,134015092.9141904,143843275.7406061
Stelvio,Alfa Romeo,2019,ICE,4.0,2.0,Automatic 8-spd,12090,4416.666666666666,25.0,0.0,0.0,29.0,0.0,0.0,0.0,22.0,29.2431,41.671,0.0,60000.0,6948874.441270343,8517074.441270342,77765044.24421106,86282118.6854814
Stelvio AWD,Alfa Romeo,2019,ICE,4.0,2.0,Automatic 8-spd,12091,4416.666666666666,24.0,0.0,0.0,28.0,0.0,0.0,0.0,22.0,27.8499,40.5499,0.0,60000.0,6948874.441270343,8517074.441270342,79455588.6843026,87972663.12557293
